Assunto,Quantidade
Sinalização de tráfego:Instrumentos visuais de sinalização:Segurança rodoviária,1
Congelamento:Massas alimentícias:Alimentos fermentados:Leite:Búfalos:Queijo,1
Maquinaria:Usinagem:Automação,1
Desenvolvimento de vacinas:Tuberculose bovina:Vacinas de DNA:Proteínas recombinantes,1
Conservação de alimentos pelo frio:Alimentos congelados:Congelamento:Leite:Laticínios:Bufalinocultura,1
Proteínas recombinantes:Tuberculose:Vacinas,1
Inteligência artificial:Desenvolvimento de software:Rede de televisão:Televisão a cabo,1
Programação dinâmica:Manejo animal:Bovinos:Tomada de decisão,1
Processos de fabricação:Automação:Usinagem:Laser:Circuitos eletrônicos:Máquinas-ferramenta:Comando numérico computadorizado,1
Abrasão (usinagem):Desbaste:Silício:Rebolos diamantados:Granulometria,1
Equipamentos agrícolas:Pulverizadores:Herbicidas:Colheita:Cana-de-açúcar:Desenvolvimento de software,1
Nanocompósitos:Argilas organofílicas:Borracha,1
Deposição de filmes finos:Perfuração de poços:Testes de dureza:Desgaste (tribologia):Atrito:Diamantes CVD,1
Química de superfície:Tensoativos:Mosquitos:Cyanophyta:Bactérias fixadoras de nitrogênio,1
Nanotecnologia:Polímeros (materiais):Materiais cerâmicos:Cerâmicas:Cosméticos:Pigmentos:Óxidos,1
Agronomia:Agricultura orgânica:Indústria têxtil:Corantes:Eupatorium:Indigofera,1
Tonsilite:Bactérias:Streptococcus pyogenes:Streptococcus salivarius:Probióticos:Iogurte,1
Máquinas agrícolas:Pulverizadores:Herbicidas:Colheita:Cana-de-açúcar,1
Materiais cerâmicos:Corrosão dos materiais:Desgaste abrasivo:Rebolos diamantados,1
Probióticos:Iogurte:Prevenção de doenças:Tonsilite:Streptococcus pyogenes:Reação em cadeia por polimerase (PCR):Fermentação lática:Estreptomicina,1
Agricultura orgânica:Corantes naturais:Indigofera:Vegetação:Brasil,1
Nanotecnologia:Nanocompósitos:Argilas:Borracha:Borracha natural:Látex,1
Nanocompósitos:Argilas organofílicas:Borracha:Jateamento abrasivo,1
Filmes finos,1
Microssensores:Biofilmes:Oxigênio dissolvido,1
Nanotecnologia:Coagulação:Nanocompósitos:Borracha:Argilas:Secagem,1
Materiais compósitos:Prótese dentária:Polímeros (materiais),1
Automação predial:Iluminação:Óptica:Tecnologia sem fio:Rede de comunicação,1
Etanol:Gasolina:Combustíveis:Controle da qualidade:Adulteração,1
Colheita:Tomate,1
Brocas (ferramentas):Ferramentas de corte:Filmes finos de diamante:Diamantes CVD:Transferência de tecnologia,1
Equipamentos agrícolas:Fruto:Sementes:Germinação de sementes,1
Etanol:Gasolina:Água:Combustíveis:Qualidade do produto:Transdutores:Circuitos eletrônicos,1
Raios ultravioleta:LED:Antibacterianos:Dosimetria:Desinfecção:Esterilização,1
Equipamentos contra incêndio:Dióxido de carbono,1
Brocas (ferramentas):Ferramentas de corte:Filmes finos de diamante:Diamantes CVD:Deposição de filmes finos:Transferência de tecnologia,1
Materiais compósitos:Materiais dentários:Resinas compostas:Prótese dentária:Metacrilatos,1
Equipamentos agrícolas:Materiais de propagação vegetal:Produção de mudas:Sementes:Germinação de sementes:Fruto,1
Fotogrametria:Câmeras fotográficas:Mapeamento geológico:Processamento de imagens:Banco de dados:Imagem,1
Edifícios inteligentes:Rede de comunicação:Automação predial:Economia de energia:Iluminação:Difusores:LED,1
Equipamentos contra incêndio:Prevenção e proteção contra incêndios:Proteção contra incêndio:Dióxido de carbono:Extinção:Proteção,1
Colheita:Pós-colheita:Perdas agrícolas:Hortaliças:Tomate:Máquinas agrícolas:Colhedoras,1
Instrumentos cirúrgicos:Esterilização:Desinfecção:Raios ultravioleta:LED,1
Tecnologia assistiva:Envelhecimento:Idosos:Geriatria,1
Áudio (multimídia):Sistemas de controle:Radiofrequência,1
Plataforma (computação):Banco de dados:Pecuária,1
Construção civil:Nanotecnologia:Argamassa:Nanocompósitos:Concreto:Argilas:Copolímeros,1
Nanotecnologia:Nanocompósitos:Argamassa:Concreto de alto desempenho:Borracha,1
Rede de comunicação:Banco de dados:Softwares:Pecuária:Interoperabilidade:Plataforma (computação),1
Telecomunicações:Telecomunicações por satélite:Televisão digital:Satélites:Radiofrequência,1
Oftalmologia:Oftalmopatias:Doenças retinianas:Retina:Técnicas de diagnóstico oftalmológico:Análise matemática:Transformada de Fourier,1
Dermatopatias:Fototerapia:Fotoquimioterapia:Terapia fotodinâmica:Acne vulgar,1
Sistemas de informação:Resíduos sólidos:Reciclagem de resíduos urbanos:Banco de dados:Logística reversa,1
Controle de acesso:Dispositivo de identificação por radiofrequência:Redes e comunicação de dados:Sensores,1
Controle de acesso:Antropologia forense:Dispositivo de identificação por radiofrequência:Sensores,1
Banco de dados:Roteirização:Logística:Reciclagem:Resíduos sólidos,1
Fibra de vidro:Fosfatos:Nióbio:Asbestos:Reciclagem,1
Bovinos de corte:Encefalopatia espongiforme bovina:Seleção animal:Polimorfismo genético,1
Sistemas de controle:Rádio (meio de comunicação):MP3-player:Roubo,1
Geriatria:Envelhecimento:Assistência à saúde:Centros de saúde:Idosos,1
Engenharia de software:Metodologia e técnicas de computação:Métrica:Governança:Código fonte:Web service,1
Polímeros conjugados:Dispositivos eletrônicos:Semicondutores:Impressora:Tintas para impressão,1
Metalurgia do pó:Sinterização:Aço inoxidável:Fósforo:Titânio,1
Plantas daninhas:Controle térmico:Gás liquefeito de petróleo:Infravermelho,1
Aproveitamento de subprodutos:Fibra de vidro:Vidros fosfatos:Nióbio:Asbestos,1
Bos taurus indicus:Marcador molecular:Reação em cadeia por polimerase (PCR):Carne bovina:Exportação:Rastreamento,1
Endoscópios:Fibra óptica:Sonda:Ventilação pulmonar:Unidades de terapia intensiva neonatal,1
Metalurgia do pó:Ligas metálicas:Ligas metalo-cerâmicas:Níquel:Cromo:Ligas dentárias:Prótese dentária:Fundição odontológica,1
Cosméticos:Toxicologia:Toxicidade:Produtos naturais:Gengibre:Anti-inflamatórios:Antioxidantes,1
Magnetismo:Imãs,1
Hidrocoloide:Microencapsulação:Microesferas:Enzimas proteolíticas:Frutas tropicais:Cosméticos,1
Fundição (processos de fabricação):Ligas metalo-cerâmicas:Ligas dentárias:Metalurgia do pó:Próteses e implantes,1
Implantodontia:Próteses e implantes,1
Sensores ópticos:Óptica adaptativa,1
Fatores de crescimento:Osso e ossos:Fraturas ósseas:Proteínas recombinantes:Terapia baseada em transplante de células e tecidos:Litografia (processos de impressão),1
Antioxidantes:Anti-inflamatórios:Gengibre:Zingiber officinale:Toxicidade:Análise química,1
Equipamentos e provisões:Sensores ópticos:Cirurgia refrativa:Olho:Humanos:Engenharia de software,1
Eletromagnetismo:Fluência:Ensaios não destrutivos,1
Próteses e implantes:Prótese dentária:Instrumento de medida,1
Osso e ossos:Fraturas ósseas:Cápsulas:Terapia baseada em transplante de células e tecidos:Fatores de crescimento,1
Bioengenharia:Neonatologia:Recém-nascido:Intubação intratraqueal:Óptica:Fibra óptica:LED,1
Impactos ambientais:Resíduos sólidos:Indústria pecuária:Curtume:Couro:Cromo:Colágeno:Corantes:Taninos,1
Ruído Magnético de Barkhausen (RMB):Caldeiras:Ensaios não destrutivos:Fluência:Tubos,1
Resíduos sólidos:Curtume:Calçados:Couro:Reciclagem,1
Cana-de-açúcar:Piloto automático:Colhedoras,1
Equipamentos e provisões:Leito fluidificado:Recobrimentos:Comprimidos:Cápsulas,1
Materiais nanoestruturados:Nanopartículas:Nanotecnologia:Equipamentos e provisões:Hidrotermalismo,1
Máquinas-ferramenta:Cinemática:Usinagem:Educação,1
Tecnologia farmacêutica:Cápsulas:Comprimidos:Leito fluidificado:Revestimentos:Validação,1
Automobilismo:Motor de aeronaves,1
Biodiversidade:Cosméticos:Anti-inflamatórios:Imunomodulação:Flora:Physalis:Pele,1
Frameworks:Dinâmica dos fluidos:Método de Galerkin descontínuo:Método dos elementos finitos:Turbulência,1
Odontologia:Instrumentos de precisão:Equipamento odontológico,1
Dinâmica dos fluidos:Mecânica dos fluidos computacional:Turbulência:Método de Galerkin descontínuo:Método dos elementos finitos,1
Colhedoras:Cana-de-açúcar,1
Rádio (meio de comunicação):Wireless:Modem:Rádio digital,1
Odontologia:Equipamento odontológico:Máquinas pneumáticas:Motores pneumáticos,1
Biofilmes:Transplante ósseo:Staphylococcus aureus:Infecções bacterianas,1
Computação móvel:Computação ubíqua:Hipermídia:Diagnóstico clínico,1
Robôs móveis:Telerrobótica:Plataforma (computação),1
Refrigeradores:Transporte de carga:Carga térmica:Transferência de calor,1
Controle biológico:Tetranychus urticae:Ácaros:Phytoseiidae:Agrotóxicos:Gérbera,1
Biomateriais:Polímeros (materiais):Próteses e implantes:Teste de biocompatibilidade,1
Controle biológico:Pragas de plantas:Ácaros parasitos de plantas:Manejo integrado:Phytoseiidae:Agrotóxicos,1
Micromanipulação animal:Sexagem animal:Bovinos:Ovinos:Embrião de animal,1
Bacteriologia:Enterobacteriaceae:Salmonella:Salmonella enterica:Antígenos de bactérias,1
Química fina:Ácido hialurônico:Fermentação:Biotecnologia:Nanocápsulas:Streptococcus,1
Métodos analíticos de preparação de amostras:Espectrometria:Análise em fluxo:Automação:Instrumentação:Efluentes:Água,1
Energia elétrica:Varistores:Para-raios,1
Robôs:Robótica:Softwares:Plataformas de ensino e aprendizagem,1
Frutas tropicais:Amostras de alimentos:Extração com fluido supercrítico,1
Frigoríficos:Resfriamento:Conservação de alimentos pelo frio,1
Imunologia veterinária:Genes de imunoglobulinas:Imunoglobulina Y:Anticorpos policlonais:Anticorpos:Aves,1
Desenvolvimento de produtos:Cosméticos:Produtos para higiene pessoal:Compostos bioativos:Silicatos,1
Portadores de fármacos:Salmonella enterica:Imunização:Aves:Gema de ovo:Fímbrias bacterianas:Proteínas recombinantes:Técnicas in vitro,1
Implantes dentários:Fatores de crescimento:Litografia (processos de impressão):Cápsulas:Terapia baseada em transplante de células e tecidos,1
Equipamentos e provisões:Sistemas ópticos:Equipamentos de medição:Lentes:Sensores ópticos,1
Agronegócio:Sustentabilidade:Inteligência competitiva,1
Engenharia tecidual:Biomateriais:Policaprolactona:Técnicas de pesquisa:Teste de biocompatibilidade:Técnicas in vitro,1
Sondas de DNA:Bovinos:Ovinos:Embrião de animal:Microencapsulação:Sexagem animal,1
Silicatos:Biomateriais:Cosméticos:Cremes dentais:Espectroscopia infravermelha:Microscopia eletrônica de varredura,1
Nanobiotecnologia:Ácido hialurônico:Nanocápsulas,1
Próteses e implantes:Biofilmes:Fatores de crescimento:Osso e ossos:Litografia (processos de impressão),1
Melhoramento do solo:Geossintéticos:Sensores:Solos,1
Óptica:Oftalmologia:Sensores ópticos,1
Indústria agrícola:Inteligência artificial:Gestão da informação:Difusão da informação:Agronegócio:Sustentabilidade:Prospecção,1
Computação móvel:Hipermídia:Diagnóstico clínico,1
Laser do estado sólido:Diodo laser:Espectroscopia:Óptica:Instrumentação analítica,1
Instrumento de medida:Sensores piezoelétricos:Calibragem:Aço inoxidável:Linha de montagem,1
Cana-de-açúcar:Colhedoras:Redes de monitoramento:Transporte de carga,1
Biofilmes:Microalgas:Anabaena:Soluções aquosas:Metais:Polissacarídeos,1
Biotecnologia:Cosmetologia:Queratinas:Cabelo,1
Tecnologia assistiva:Sistema Braille:Pessoas com deficiência visual:Baixa visão:Robótica de reabilitação:Acessibilidade,1
Biotecnologia:Cosmetologia:Cosméticos:Cabelo:Queratinas específicas do cabelo:Queratinases,1
Atuária:Processos de ramificação:Fluxo de caixa:Previdência privada:Fundo de pensão,1
Laser do estado sólido:Instrumentação (física):Diodo laser:Espectroscopia:Bombeamento óptico,1
Anabaena:Metais:Efluentes industriais:Poluentes da água,1
Ecologia:Parques nacionais:Manejo ambiental:Monitoramento ambiental:Análise de dados,1
"Produção de substâncias, produtos e materiais:Látex:Misturadores",1
Indústria farmacêutica:Ampicilina:Síntese enzimática:Catalisadores:Antibióticos:Reatores químicos,1
Bioengenharia:Piezoeletricidade:Máquinas de fluxo:Método dos elementos finitos,1
Monitoramento ambiental:Equipamentos de medição:Processamento de sinais:Aplicação web,1
Engenharia tecidual:Tubo neural:Fatores de crescimento,1
Colhedoras:Corte (plantas):Cana-de-açúcar:Mecanização agrícola,1
Pessoas com deficiência visual:Inclusão social:Equipamentos de autoajuda:Escrita manual:Sistema Braille:Acessibilidade,1
Engenharia tecidual:Biofilmes:Litografia (processos de impressão),1
Produtos naturais:Compostos bioativos:Fitosteróis:Vitaminas:Indústria farmacêutica:Indústria de alimentos:Cosméticos,1
Desenvolvimento de software:Equipamentos de laboratório:Agitação e mistura de fluidos,1
Plataforma (computação):Mídias sociais:Dispositivos móveis:Wireless,1
Óleos essenciais:Plantas aromáticas:Importação:São Paulo:Brasil,1
Metodologia e técnicas de computação:Energia solar:Aquecimento de água:Monitoramento:Controle:Tempo-real,1
Rede de comunicação:Mídias sociais:Telefonia móvel:Internet:Rede de telefonia celular:Dispositivos móveis,1
Produtos naturais:Óleos:Química fina:Vitaminas,1
Acústica:Controle digital:Equipamento de proteção individual:Dispositivos de proteção das orelhas,1
Montadores e compiladores:Linguagem de programação:Java:Front-end,1
Tempo-real:Sistemas de controle:Energia solar:Aquecedores:Misturadores:Sensores,1
Acústica:Controle de ruídos:Dispositivos de proteção das orelhas,1
Conversores elétricos:Linguagem de programação:Java,1
Antibacterianos:Terapêutica:Tuberculose:Mycobacterium tuberculosis:Drogas em investigação:Ensaio clínico,1
Câmara de combustão:Tecnologia de plasma:Reatores e transformadores:Plasma frio,1
Óleos essenciais:Plantas aromáticas:Substituição de importação,1
Biotecnologia:Infecções bacterianas:Tuberculose:Fármacos:Anti-infecciosos:Avaliação pré-clínica de medicamentos,1
Desenvolvimento de software:Agitação e mistura de fluidos:Laboratórios,1
Fibra óptica:Sensores ópticos,1
Fenômeno de transporte:Combustão:Reatores:Descarga elétrica,1
Máquinas agrícolas:Automação:Robótica:Mudas (plantas):Bulbos (plantas):Frutas:Hortaliças,1
Engenharia de petróleo:Escoamento multifásico:Oleodutos,1
Estereolitografia:Infravermelho:Impressão tridimensional:Protótipo:Lasers de gás:Lasers de CO2:Materiais termoplásticos:Polímeros termossensíveis:Ferramentas de prototipagem,1
Cadeia de suprimentos:Plataforma (computação):Web:Tecnologia da informação,1
Fenômeno de transporte:Escoamento multifásico:Tubulações:Gasodutos:Oleodutos:Inteligência artificial,1
Mecanização agrícola:Robótica:Automação:Máquinas agrícolas,1
Cadeia de suprimentos:World wide web:Logística,1
Arquitetura de informação:Geolocalização:Dispositivos móveis:Telefonia móvel,1
Fenômeno de transporte:Válvulas:Extração líquido-líquido,1
Carcinocultura:Camarão:Litopenaeus vannamei:Reação em cadeia por polimerase (PCR),1
Televisão digital:Codificação de programa:Fontes de dados,1
Automação industrial:Tecnologia da madeira:Produtos derivados da madeira,1
Plataforma (computação):Geolocalização:Dispositivos móveis,1
Válvulas:Extração líquido-líquido,1
Camarão:Técnicas de diagnóstico animal:Viroses em animais:Patógenos:Criação em cativeiro:Carcinicultura,1
Desenvolvimento de tecnologia:Fármacos fotossensibilizantes:Terapia fotodinâmica:Porfirinas:Ácido aminolevulínico,1
Arquiteturas paralelas:Projeto mecânico:Maquinaria:Torneamento:Tornos:Comando numérico computadorizado,1
Processos industriais:Fabricação (microeletrônica):Circuitos eletrônicos:Robótica:Automação:Telefonia celular,1
Raios gama:Raios X:Tomografia computadorizada:Tomógrafos computadorizados:Reconstrução de imagens,1
Aterosclerose:Procedimentos cirúrgicos vasculares:Isquemia:Contenedores,1
Fármacos fotossensibilizantes:Herbicidas:Porfirinas:Terapia fotodinâmica,1
Silicatos:Cascas (planta):Arroz,1
Comunicação:Tecnologia de televisão:Televisão digital,1
Sensores:Redes de monitoramento:Vapor:Impedância elétrica,1
Marcador molecular:Manejo animal:Ovinos:Técnicas de genotipagem:Reação em cadeia por polimerase (PCR),1
Optoanalizador:Gasolina:Óleo de mamona:Etanol:Óleo diesel:Biodiesel,1
Plataforma (computação):Realidade aumentada:Interatividade:Educação,1
Mecanização agrícola:Tratores:Protótipo:Cafeicultura:Agrotóxicos,1
Equipamentos esportivos:Aparelhos de ginástica:Musculação:Levantamento de peso,1
Bioengenharia:Farmácia hospitalar:Medicamento:Prescrições de medicamentos:Prescrição eletrônica:Robótica,1
Combustíveis:Optoanalizador:Gasolina,1
Desodorização:Polietileno:Reciclagem:Resíduos plásticos,1
Aparelhos de ginástica:Musculação:Fisioterapia:Exercício físico:Academias de ginástica,1
Blendas:Tenacificação de polímeros:Reciclagem:Propriedades mecânicas:Acrilonitrila:Etilenos:Estireno:Copolímeros,1
Nanocompósitos:Materiais amorfos:Baterias:Sensores:Moagem:Argônio:Hidrogênio,1
Automação industrial:Robótica:Fármacos:Farmácia hospitalar,1
Apneia do sono:Respiração (fisiologia):Pressão positiva contínua nas vias aéreas,1
Nanocompósitos:Emissão de gases:Depósitos de combustível fóssil:Fontes alternativas de energia:Hidrogênio,1
Engenharia de petróleo:Escoamento multifásico:Redes de escoamento:Vapor,1
Tratores:Cafeicultura:Mecanização agrícola,1
Desodorização:Polietileno:Polímeros (materiais):Polipropilenos:Reciclagem,1
Educação:Eletrônica embarcada:Linguagem de programação:Processamento de imagens:Realidade aumentada,1
Ovinos:Marcador molecular:Manejo animal:Reação em cadeia por polimerase (PCR):Técnicas de genotipagem,1
Design:Decoração de interiores e mobiliário:Consultório odontológico,1
Isopor:Ionômeros:Reciclagem:Varredura diferencial de calorimetria,1
Inovações tecnológicas:Azadirachta indica:Inseticidas biológicos:Controle da qualidade:Óleos vegetais,1
Inibidores da enzima conversora da angiotensina:Ciclodextrinas:Microencapsulação:Polímeros biodegradáveis,1
Desenvolvimento de produtos:Equipamento odontológico:Deficiente físico:Acessibilidade,1
Transtornos da visão:Baixa visão,1
Banco de dados:Imagem digital:Processamento de imagens:Reconhecimento de imagem,1
Azadirachta indica:Inseticidas biológicos:Controle de pragas:Pragas de plantas,1
Marcador molecular:Bovinos de corte:Reação em cadeia da polimerase multiplex:Calpaína:Brasil,1
Reconhecimento de imagem:Processamento de imagens:Face:Visão computacional:Algoritmos para imagens:Protótipo,1
Prótese dentária:Porcelana dentária:Zircônia:CAD/CAM,1
Plataforma (computação):Desenvolvimento de software:Rastreamento:XML,1
Polímeros (materiais):Poliestirenos:Reciclagem:Isopor,1
Anti-hipertensivos:Ciclodextrinas:Microencapsulação:Polímeros (materiais),1
Radar:Meteorologia:Receptor de comunicação,1
Prótese dentária:Materiais cerâmicos:Cerâmicas:Zircônia:CAD/CAM,1
Marcador molecular:Calpaína:Reação em cadeia da polimerase em tempo real:Gado:Bovinos de corte,1
Cadeia de suprimentos:Rastreamento:Dispositivo de identificação por radiofrequência,1
Cerâmica (materiais de construção):Argilas:Resíduos de construção:Olarias:Entulho:Reciclagem:Socorro (SP),1
Eixos:Caminhões:Tração,1
Rede digital de serviços integrados:Protocolos de comunicação:Plataforma (computação):Tempo-real,1
Projeto mecânico:Projetos de pesquisa:Desenvolvimento de software:Método de desenvolvimento de software baseado em componentes:Método dos elementos finitos:Fadiga dos materiais,1
Agricultura de precisão:Máquinas agrícolas:Georreferenciamento,1
Fadiga dos materiais:Otimização matemática:Desenvolvimento de software:Método dos elementos finitos,1
Engenharia de software:Linguística computacional:Processamento digital de voz:Processamento de texto:Aplicação web:Português do Brasil,1
Conversores elétricos:Fibra óptica:Vídeo,1
Argilas:Cascas de arroz:Cerâmica vermelha:Iodo:Aproveitamento de subprodutos,1
Anisotropia:Ferritas:Imãs,1
Embarcações subaquáticas:Submarinos:Robôs,1
Telefonia:Rede de comunicação:Protocolos de comunicação,1
Agricultura sustentável:Sistemas agroflorestais:Agrossilvicultura:Cultivos agrícolas,1
Areia (materiais de construção):Entulho:Reciclagem:Tijolos:Olarias,1
Conversores elétricos:Português do Brasil:Processamento digital de voz:Fala:Linguagem:Linguística computacional:Desenvolvimento de software,1
Construção civil:Projeto de arquitetura:Edifícios:Tecnologia da informação,1
Bobinadeiras:Fibra óptica:Giroscópio,1
Submarinos:Veículos guiados remotamente:Simulação por computador,1
Cerâmica vermelha:Cascas de arroz:Meio ambiente:Aproveitamento de subprodutos:Pneus,1
Conversores elétricos:Vídeo:Imagem digital:Fibra óptica,1
Motor de aeronaves:Pistões:Aviação:Aeronaves,1
Imãs:Ferritas:Anisotropia:Prensagem,1
Indústria agrícola:Biotecnologia:Impactos ambientais:Soro do leite:Queijo:Resíduos agroindustriais,1
Aeronaves:Motores de combustão interna:Propulsão de aeronaves:Pistões,1
Atomização:Metalurgia do pó:Prata:Óxido de zinco,1
Prótese dentária fixada por implante:Dente suporte:Zircônia tetragonal policristalina estabilizada com ítrio (Y-TZP):Alumina,1
Fibra óptica:Maquinaria,1
Tração:Caminhões:Estrutura veicular:Rodas:Eixos,1
Internet:Reconhecimento da fala:Síntese de fala:Interface usuário-computador:Softwares,1
Tratamento de águas residuárias:Águas residuárias:Reúso da água:Impactos ambientais:Biogás:Suinocultura,1
Anticorpos:Antígenos:Computação de alto desempenho,1
Adesivos teciduais:Protetores solares:Tempo-real:Raios ultravioleta:Exposição a radiação:Controle da exposição a radiação:Prevenção de doenças:Neoplasias cutâneas,1
Peletização:Pós-colheita:Sementes:Aminoácidos:Impactos ambientais,1
Indústria sucro-alcooleira:Planejamento agrícola,1
Raios ultravioleta:Prevenção do câncer:Neoplasias cutâneas:Dosímetros,1
Suinocultura:Digestão anaeróbia termofílica:Aquecedores:Biogás,1
Biotecnologia:Proteínas recombinantes:Diabetes mellitus:Polipeptídeo amiloide das ilhotas pancreáticas,1
Física moderna:Ensino:Instrumentação (física),1
Aminoácidos:Impactos ambientais:Peletização:Pós-colheita:Sementes,1
Titânio:Aspersão térmica:Metalização:Moldagem por injeção,1
Biotecnologia:Proteínas recombinantes:Polipeptídeo amiloide das ilhotas pancreáticas,1
Modelos matemáticos:Cadeia produtiva:Indústria sucro-alcooleira,1
Células-tronco:Lesões em animais:Equinos:Terapia baseada em transplante de células e tecidos:Criopreservação:Kit de reagentes para diagnóstico,1
Química de materiais:Materiais compósitos:Resistência mecânica:Gesso,1
Interface usuário-computador:Processamento digital de sinais:Síntese de fala:Softwares,1
Aquaporinas:Cosméticos:Expressão gênica:Hidratação:Reação em cadeia da polimerase em tempo real,1
Células-tronco adultas:Células-tronco embrionárias:Terapia baseada em transplante de células e tecidos:Equinos:Lesões em animais,1
Falha:Ensaios não destrutivos:Painéis solares fotovoltaicos,1
Aerogerador:Geradores de energia:Energia eólica,1
Controle biológico:Pragas de plantas:Insumos agrícolas:Percevejo:Soja:Parasitoides,1
Blendas:Reciclagem:Tenacidade dos materiais,1
Administração de empresas:Inteligência empresarial:Calçados:Competitividade:Estratégia organizacional,1
Otimização matemática:Programação matemática:Planejamento da produção:Pesquisa operacional:Indústria agrícola,1
Plantas geneticamente modificadas:Vacinas sintéticas:Doença de Gumboro:Proteínas recombinantes:Clonagem:Técnicas in vitro:Agrobacterium tumefaciens,1
CAD:Usinagem:Sistemas de fixação modular,1
Vacinas:Microesferas:Carrapatos:Boophilus microplus,1
Inteligência empresarial:Indústria do couro:Calçados:Sistemas de informação administrativa,1
Controle biológico:Parasitoides:Controle de pragas:Percevejo:Soja,1
Nutrição vegetal:Cobertura do solo:Amendoim,1
Próteses e implantes:Aparelhos ortopédicos:Reabilitação (terapêutica médica):Marcha (locomoção):Deficiência física:Inclusão social,1
Telefonia:Equipamentos para telefonia:Sistema de controle via rede,1
Jogos de computador:Jogos educativos:Empreendedorismo:Educação a distância:Inovação,1
Saúde bucal:Estomatite:Estomatite protética:Resinas acrílicas,1
Ensaios não destrutivos:Estrutura de aeronaves,1
Programação matemática:Indústria agrícola:Indústria sucro-alcooleira:Álcool:Açúcar,1
Pastagens:Produção animal:Pastagem consorciada:Forragicultura:Amendoim:Arachis pintoi,1
Doença de Gumboro:Aves de corte:Plantas geneticamente modificadas:Vacinas:Desenvolvimento de vacinas,1
Automação industrial:Instrumentação (física),1
Ranicultura:Rã-touro:Manejo animal:Criação em cativeiro,1
Ambientes de desenvolvimento:Internet:Serviço público:Serviços de informação:Governo:Dispositivos móveis,1
Bovinos:Instrumentação eletrônica:Microprocessadores:Softwares:Dispositivos eletrônicos,1
Gestão integrada de recursos hídricos:Qualidade da água:Sistemas de apoio à decisão:Banco de dados:Bacia hidrográfica:Rio Piracicaba:Rio Capivari:Rio Jundiaí:Bahia,1
Automação industrial:Análise de sinais:Instrumentação:Processos industriais:Complexidade,1
Aeronaves:Aeronaves não tripuladas:Controle de aeronaves,1
Antropometria:Visão computacional:Marcha (locomoção),1
Ácidos graxos:Bovinos:Criopreservação animal:Embrião de animal:Lipídeos,1
Ergonomia no trabalho:Soldagem,1
Efeito Doppler:Laser:Vibrações:Instrumentos ópticos,1
Recursos hídricos:Qualidade da água,1
Poluentes orgânicos:Fauna bentônica:Catalisadores:Solventes:Cromatografia a gás:Oxidação:Carbono orgânico total,1
Micropropagação vegetal:Germinação de sementes:Técnicas in vitro:Mudas (plantas):Lauraceae:Pau-rosa:Óleos essenciais:Exploração de recursos naturais,1
Aeronaves não tripuladas:Controle de aeronaves:Navegação aérea,1
Efeito Doppler:Interferômetros:Protótipo:Instrumento de medida:Vibrações,1
Inteligência artificial:Jogos eletrônicos:Jogos de computador:Esportes por equipe,1
Microprocessadores:Alimentação animal:Ração:Bovinos,1
Tecnologia química orgânica:Argilas organofílicas,1
Ranicultura:Rã-touro:Genética animal,1
Melhoramento genético vegetal:Flores de corte:Oncidium flexuosum:Orquídea:Híbridos,1
Micropropagação vegetal:Exploração sustentável:Óleos essenciais:Mudas (plantas):Pau-rosa,1
Sistemas de informação:Serviços de informação:Serviço público:Governo:Arquitetura:Mobilidade,1
Sinterização:Propriedades magnéticas:Freios:Histerese:Desenvolvimento de novos materiais:Forjamento:Efeitos da temperatura:Tratamento térmico,1
Vidros automotivos:Refratários:Chumbo:Durabilidade:Radiação infravermelha,1
Peróxido de hidrogênio:Geradores a vapor:Eletrodos:Água:Ácidos sulfúricos:Vácuo,1
Cooperativismo:Educação:Aprendizagem:Virtualidade:Inovação,1
Recuperação da informação:Web:Hipermídia:Multimídia interativa,1
Materiais não metálicos:Vidros automotivos:Cádmio:Chumbo,1
Rede de comunicação:Distribuição de água:Abastecimento de água,1
Algoritmos:Controle automático:Embarcações:Sistema de posicionamento global (GPS),1
Hipermídia:Multimídia:Recuperação da informação:Integração de tecnologias,1
Desenvolvimento de software:Desenvolvimento rural:Agropecuária:Pecuária:Bovinos,1
"Técnicas, medidas, equipamentos de medição:Vidro temperado",1
Cooperativas:Cooperativismo:Aprendizagem,1
Polímeros (materiais):Selantes (materiais):Polímeros adesivos:Silicone:Inovações tecnológicas,1
Nanotecnologia:Desenvolvimento de produtos:Nanocompósitos:Argilas:Bentonita:Borracha:Acrilonitrila butadieno estireno,1
Rotâmetros:Equipamentos e provisões:Equipamentos de medição:Válvulas reguladoras de pressão:Gases,1
Óptica:Equipamentos de medição:Vidro temperado:Câmeras de vídeo,1
"Inspeção de poços:Técnicas, medidas, equipamentos de medição:Investigação por sondagem:Protocolos de comunicação",1
Vidro:Nanopartículas,1
Inovações tecnológicas:Selantes (materiais):Adesivos:Silicone:Copolímeros:Polietilenoglicóis:Poliuretanos,1
Bovinos:Administração agrícola:Agropecuária:Desenvolvimento de software,1
Nanocompósitos:Nanotecnologia:Borracha:Argilas:Autopeças,1
Águas residuárias:Consumo de água:Impactos ambientais:Pós-colheita:Batata,1
Equipamentos e provisões hospitalares:Válvulas reguladoras de pressão:Hospitais,1
Metalurgia do pó:Máquinas elétricas:Freios,1
Bioengenharia:Equipamentos e provisões hospitalares:Válvulas reguladoras de pressão:Hospitais,1
Equipamentos e provisões hospitalares:Sedação consciente:Analgesia:Misturadores:Gases:Rotâmetros,1
